Metric,Value,variant,base_sequence
Pairwise_AUROC_prior_worse,0.7261600087752651,no_recovery_admission,sugar_box1
Pairwise_balanced_accuracy,0.7055688264390099,no_recovery_admission,sugar_box1
Pairwise_ordering_accuracy,0.7075187969924812,no_recovery_admission,sugar_box1
p_risk_threshold_shared,0.59,no_recovery_admission,sugar_box1
prior_advantage_margin_cm,0.1,no_recovery_admission,sugar_box1
Shared error MAE_obs_cm,13.930437313477004,no_recovery_admission,tomato_soup_can_yalehand0
Shared error MedianAE_obs_cm,9.267042177910168,no_recovery_admission,tomato_soup_can_yalehand0
Shared error Spearman_obs,0.8934037227125582,no_recovery_admission,tomato_soup_can_yalehand0
AUROC_obs_abs_risk,0.936251514444124,no_recovery_admission,tomato_soup_can_yalehand0
AUPRC_obs_abs_risk,0.967231215059552,no_recovery_admission,tomato_soup_can_yalehand0
Brier_obs_abs_risk,0.1855107707569059,no_recovery_admission,tomato_soup_can_yalehand0
ECE_obs_abs_risk,0.2222089023336182,no_recovery_admission,tomato_soup_can_yalehand0
Shared error MAE_prior_cm,14.041155667396312,no_recovery_admission,tomato_soup_can_yalehand0
Shared error MedianAE_prior_cm,9.24931876405202,no_recovery_admission,tomato_soup_can_yalehand0
Shared error Spearman_prior,0.882695430368474,no_recovery_admission,tomato_soup_can_yalehand0
AUROC_prior_abs_risk,0.9265084539246512,no_recovery_admission,tomato_soup_can_yalehand0
AUPRC_prior_abs_risk,0.9604722602471496,no_recovery_admission,tomato_soup_can_yalehand0
Brier_prior_abs_risk,0.1929546657355815,no_recovery_admission,tomato_soup_can_yalehand0
ECE_prior_abs_risk,0.2286121896547009,no_recovery_admission,tomato_soup_can_yalehand0
Pairwise_AUROC_prior_worse,0.6892196002644562,no_recovery_admission,tomato_soup_can_yalehand0
Pairwise_balanced_accuracy,0.6649258760107817,no_recovery_admission,tomato_soup_can_yalehand0
Pairwise_ordering_accuracy,0.6691823899371069,no_recovery_admission,tomato_soup_can_yalehand0
p_risk_threshold_shared,0.59,no_recovery_admission,tomato_soup_can_yalehand0
prior_advantage_margin_cm,0.1,no_recovery_admission,tomato_soup_can_yalehand0
